Binomial, NCBI taxon id, Order, Family, NCBI lineage, Repeat %, Heterozygosity %
Carcina quercana,116121,Lepidoptera,Peleopodidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Gelechioidea; Oecophoridae; Oecophorinae; Carcina;,NOT_COLLECTED,WHOLE_ORGANISM
Carcina quercana,116121,Lepidoptera,Peleopodidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Gelechioidea; Oecophoridae; Oecophorinae; Carcina;,32.21,0.76
Carcina quercana,116121,Lepidoptera,Peleopodidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Gelechioidea; Oecophoridae; Oecophorinae; Carcina;,19.28,0.67
Carcina quercana,116121,Lepidoptera,Peleopodidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Gelechioidea; Oecophoridae; Oecophorinae; Carcina;,25.17,0.76
Centrotus cornutus,1585357,Hemiptera,Membracidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Membracoidea; Membracidae; Centrotus;,NOT_COLLECTED,WHOLE_ORGANISM
Centrotus cornutus,1585357,Hemiptera,Membracidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Membracoidea; Membracidae; Centrotus;,0.00,-100.00
Cepaea nemoralis,28835,Stylommatophora,Helicidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Eupulmonata; Stylommatophora; Helicina; Helicoidea; Helicidae; Cepaea;,HERMAPHRODITE,FOOT
Cepaea nemoralis,28835,Stylommatophora,Helicidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Eupulmonata; Stylommatophora; Helicina; Helicoidea; Helicidae; Cepaea;,81.09,2.01
Cepaea nemoralis,28835,Stylommatophora,Helicidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Eupulmonata; Stylommatophora; Helicina; Helicoidea; Helicidae; Cepaea;,0.00,-100.00
Cepaea nemoralis,28835,Stylommatophora,Helicidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Eupulmonata; Stylommatophora; Helicina; Helicoidea; Helicidae; Cepaea;,0.00,-100.00
Cerastoderma edule,55710,Veneroida,Cardiidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Bivalvia; Heterodonta; Euheterodonta; Veneroida; Cardioidea; Cardiidae; Cerastoderma;,NOT_COLLECTED,MID_BODY
Cerastoderma edule,55710,Veneroida,Cardiidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Bivalvia; Heterodonta; Euheterodonta; Veneroida; Cardioidea; Cardiidae; Cerastoderma;,NOT_COLLECTED,MID_BODY
Cercopis vulnerata,279269,Hemiptera,Cercopidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Cercopoidea; Cercopidae; Cercopidae incertae sedis; Cercopis;,NOT_COLLECTED,WHOLE_ORGANISM
Cercopis vulnerata,279269,Hemiptera,Cercopidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Cercopoidea; Cercopidae; Cercopidae incertae sedis; Cercopis;,51.53,0.67
Cercopis vulnerata,279269,Hemiptera,Cercopidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Cercopoidea; Cercopidae; Cercopidae incertae sedis; Cercopis;,70.98,1.97
Cercopis vulnerata,279269,Hemiptera,Cercopidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Cercopoidea; Cercopidae; Cercopidae incertae sedis; Cercopis;,75.38,3.26
Cercopis vulnerata,279269,Hemiptera,Cercopidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Cercopoidea; Cercopidae; Cercopidae incertae sedis; Cercopis;,76.08,-0.39
Cercopis vulnerata,279269,Hemiptera,Cercopidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Cercopoidea; Cercopidae; Cercopidae incertae sedis; Cercopis;,29.34,0.41
Cervus elaphus,9860,Artiodactyla,Cervidae,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Cervinae; Cervus;,FEMALE,BLOOD
Cervus elaphus,9860,Artiodactyla,Cervidae,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Cervinae; Cervus;,FEMALE,BLOOD
Cervus elaphus,9860,Artiodactyla,Cervidae,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Cervinae; Cervus;,FEMALE,BLOOD
Cervus elaphus,9860,Artiodactyla,Cervidae,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Cervinae; Cervus;,FEMALE,BLOOD
Cheilosia soror,368781,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Eristalinae; Rhingiini; Cheilosia;,FEMALE,HEAD | THORAX
Cheilosia soror,368781,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Eristalinae; Rhingiini; Cheilosia;,FEMALE,ABDOMEN
Chelura terebrans,1336365,Amphipoda,Cheluridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Multicrustacea; Malacostraca; Eumalacostraca; Peracarida; Amphipoda; Senticaudata; Corophiida; Corophiidira; Cheluroidea; Cheluridae; Chelura;,MALE,WHOLE_ORGANISM
Chelura terebrans,1336365,Amphipoda,Cheluridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Multicrustacea; Malacostraca; Eumalacostraca; Peracarida; Amphipoda; Senticaudata; Corophiida; Corophiidira; Cheluroidea; Cheluridae; Chelura;,HERMAPHRODITE,WHOLE_ORGANISM
Chilocorus renipustulatus,115342,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Chilocorinae; Chilocorini; Chilocorus;,NOT_COLLECTED,WHOLE_ORGANISM
Chilocorus renipustulatus,115342,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Chilocorinae; Chilocorini; Chilocorus;,NOT_COLLECTED,WHOLE_ORGANISM
Chilocorus renipustulatus,115342,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Chilocorinae; Chilocorini; Chilocorus;,51.94,2.23
Chilocorus renipustulatus,115342,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Chilocorinae; Chilocorini; Chilocorus;,60.71,2.49
Chloromyia formosa,343672,Diptera,Stratiomyidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Stratiomyomorpha; Stratiomyidae; Sarginae; Chloromyia;,MALE,HEAD
Chloromyia formosa,343672,Diptera,Stratiomyidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Stratiomyomorpha; Stratiomyidae; Sarginae; Chloromyia;,MALE,THORAX
Chloromyia formosa,343672,Diptera,Stratiomyidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Stratiomyomorpha; Stratiomyidae; Sarginae; Chloromyia;,MALE,ABDOMEN
Chloromyia formosa,343672,Diptera,Stratiomyidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Stratiomyomorpha; Stratiomyidae; Sarginae; Chloromyia;,85.67,3.93
Chorthippus brunneus,116142,Orthoptera,Acrididae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Polyneoptera; Orthoptera; Caelifera; Acrididea; Acridomorpha; Acridoidea; Acrididae; Gomphocerinae; Chorthippus;,NOT_COLLECTED,THORAX | ABDOMEN
Chorthippus brunneus,116142,Orthoptera,Acrididae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Polyneoptera; Orthoptera; Caelifera; Acrididea; Acridomorpha; Acridoidea; Acrididae; Gomphocerinae; Chorthippus;,NOT_COLLECTED,HEAD
Chorthippus parallelus,37639,Orthoptera,Acrididae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Polyneoptera; Orthoptera; Caelifera; Acrididea; Acridomorpha; Acridoidea; Acrididae; Gomphocerinae; Chorthippus;,NOT_COLLECTED,THORAX | ABDOMEN
Chorthippus parallelus,37639,Orthoptera,Acrididae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Polyneoptera; Orthoptera; Caelifera; Acrididea; Acridomorpha; Acridoidea; Acrididae; Gomphocerinae; Chorthippus;,NOT_COLLECTED,HEAD
Chorthippus parallelus,37639,Orthoptera,Acrididae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Polyneoptera; Orthoptera; Caelifera; Acrididea; Acridomorpha; Acridoidea; Acrididae; Gomphocerinae; Chorthippus;,64.57,3.21
Chorthippus parallelus,37639,Orthoptera,Acrididae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Polyneoptera; Orthoptera; Caelifera; Acrididea; Acridomorpha; Acridoidea; Acrididae; Gomphocerinae; Chorthippus;,73.56,3.83
Chrysolina oricalcia,1587174,Coleoptera,Chrysomelidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Chrysomeloidea; Chrysomelidae; Chrysomelinae; Chrysomelini; Chrysolina;,NOT_COLLECTED,HEAD | THORAX
Chrysolina oricalcia,1587174,Coleoptera,Chrysomelidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Chrysomeloidea; Chrysomelidae; Chrysomelinae; Chrysomelini; Chrysolina;,NOT_COLLECTED,ABDOMEN
Chrysolina oricalcia,1587174,Coleoptera,Chrysomelidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Chrysomeloidea; Chrysomelidae; Chrysomelinae; Chrysomelini; Chrysolina;,NOT_COLLECTED,ABDOMEN
Chrysolina oricalcia,1587174,Coleoptera,Chrysomelidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Chrysomeloidea; Chrysomelidae; Chrysomelinae; Chrysomelini; Chrysolina;,NOT_COLLECTED,ABDOMEN
Chrysoperla carnea,189513,Neuroptera,Chrysopidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Neuroptera; Hemerobiiformia; Chrysopidae; Chrysopinae; Chrysoperla;,NOT_COLLECTED,WHOLE_ORGANISM
Chrysoperla carnea,189513,Neuroptera,Chrysopidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Neuroptera; Hemerobiiformia; Chrysopidae; Chrysopinae; Chrysoperla;,35.22,3.94
Chrysoperla carnea,189513,Neuroptera,Chrysopidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Neuroptera; Hemerobiiformia; Chrysopidae; Chrysopinae; Chrysoperla;,26.86,2.32
Chrysoperla carnea,189513,Neuroptera,Chrysopidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Neuroptera; Hemerobiiformia; Chrysopidae; Chrysopinae; Chrysoperla;,35.01,2.48
Chrysoperla carnea,189513,Neuroptera,Chrysopidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Neuroptera; Hemerobiiformia; Chrysopidae; Chrysopinae; Chrysoperla;,21.46,2.20
Chrysoperla carnea,189513,Neuroptera,Chrysopidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Neuroptera; Hemerobiiformia; Chrysopidae; Chrysopinae; Chrysoperla;,30.29,2.36
Chrysotila carterae,13221,Syracosphaerales,Syracosphaeraceae,Eukaryota; Haptista; Haptophyta; Prymnesiophyceae; Isochrysidales; Isochrysidaceae; Chrysotila;,NOT_COLLECTED,CLONAL_CULTURE_AXENIC
Chrysotila carterae,13221,Syracosphaerales,Syracosphaeraceae,Eukaryota; Haptista; Haptophyta; Prymnesiophyceae; Isochrysidales; Isochrysidaceae; Chrysotila;,NOT_COLLECTED,CLONAL_CULTURE_AXENIC
Chrysotoxum bicinctum,323313,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Syrphini; Chrysotoxum;,FEMALE,HEAD | THORAX
Chrysotoxum bicinctum,323313,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Syrphini; Chrysotoxum;,FEMALE,ABDOMEN
Chrysotoxum bicinctum,323313,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Syrphini; Chrysotoxum;,82.29,2.64
Chrysotoxum bicinctum,323313,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Syrphini; Chrysotoxum;,54.24,2.74
Chrysotoxum bicinctum,323313,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Syrphini; Chrysotoxum;,0.00,-100.00
Chrysotoxum bicinctum,323313,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Syrphini; Chrysotoxum;,0.00,-100.00
Chrysotoxum verralli,2714347,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Syrphini; Chrysotoxum;,FEMALE,THORAX
Chrysotoxum verralli,2714347,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Syrphini; Chrysotoxum;,FEMALE,ABDOMEN
Chrysotoxum verralli,2714347,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Syrphini; Chrysotoxum;,47.06,0.84
Chrysotoxum verralli,2714347,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Syrphinae; Syrphini; Chrysotoxum;,55.34,0.93
Cloeon dipterum,197152,Ephemeroptera,Baetidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Ephemeroptera; Pisciforma; Baetidae; Cloeon;,NOT_COLLECTED,HEAD
Cloeon dipterum,197152,Ephemeroptera,Baetidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Ephemeroptera; Pisciforma; Baetidae; Cloeon;,NOT_COLLECTED,MID_BODY
Cloeon dipterum,197152,Ephemeroptera,Baetidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Ephemeroptera; Pisciforma; Baetidae; Cloeon;,NOT_COLLECTED,POSTERIOR_BODY
Cloeon dipterum,197152,Ephemeroptera,Baetidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Ephemeroptera; Pisciforma; Baetidae; Cloeon;,NOT_COLLECTED,WHOLE_ORGANISM
Clostera curtula,987902,Lepidoptera,Notodontidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Notodontidae; Pygaerinae; Clostera;,NOT_COLLECTED,HEAD | THORAX
Clostera curtula,987902,Lepidoptera,Notodontidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Notodontidae; Pygaerinae; Clostera;,NOT_COLLECTED,ABDOMEN
Coccinella septempunctata,41139,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Coccinellinae; Coccinellini; Coccinella;,NOT_COLLECTED,WHOLE_ORGANISM
Coccinella septempunctata,41139,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Coccinellinae; Coccinellini; Coccinella;,53.98,3.07
Coccinella septempunctata,41139,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Coccinellinae; Coccinellini; Coccinella;,0.00,-100.00
Coccinella septempunctata,41139,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Coccinellinae; Coccinellini; Coccinella;,0.00,-100.00
Coenagrion puella,116143,Odonata,Coenagrionidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Zygoptera; Coenagrionidae; Coenagrion;,FEMALE,HEAD | THORAX
Coenagrion puella,116143,Odonata,Coenagrionidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Zygoptera; Coenagrionidae; Coenagrion;,FEMALE,THORAX
Coenagrion puella,116143,Odonata,Coenagrionidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Zygoptera; Coenagrionidae; Coenagrion;,FEMALE,ABDOMEN | LEG
Coenagrion puella,116143,Odonata,Coenagrionidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Zygoptera; Coenagrionidae; Coenagrion;,NOT_COLLECTED,WHOLE_ORGANISM
Coenonympha pamphilus,242262,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Coenonymphina; Coenonympha;,MALE,WHOLE_ORGANISM
Coenonympha pamphilus,242262,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Coenonymphina; Coenonympha;,FEMALE,WHOLE_ORGANISM
Coenonympha pamphilus,242262,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Coenonymphina; Coenonympha;,FEMALE,WHOLE_ORGANISM
Coenonympha pamphilus,242262,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Coenonymphina; Coenonympha;,54.25,2.52
Coenonympha tullia,132697,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Coenonymphina; Coenonympha;,NOT_COLLECTED,WHOLE_ORGANISM
Coenonympha tullia,132697,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Coenonymphina; Coenonympha;,NOT_COLLECTED,WHOLE_ORGANISM
Coenonympha tullia,132697,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Coenonymphina; Coenonympha;,NOT_COLLECTED,WHOLE_ORGANISM
Coenonympha tullia,132697,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Coenonymphina; Coenonympha;,NOT_COLLECTED,WHOLE_ORGANISM
Colias crocea,72248,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Coliadinae; Colias;,FEMALE,WHOLE_ORGANISM
Colias crocea,72248,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Coliadinae; Colias;,FEMALE,THORAX
Colias crocea,72248,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Coliadinae; Colias;,FEMALE,ABDOMEN
Colias crocea,72248,Lepidoptera,Pieridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Coliadinae; Colias;,MALE,THORAX
Colostygia pectinataria,934931,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Larentiinae; Colostygia;,NOT_COLLECTED,WHOLE_ORGANISM
Colostygia pectinataria,934931,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Larentiinae; Colostygia;,NOT_COLLECTED,WHOLE_ORGANISM
Colostygia pectinataria,934931,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Larentiinae; Colostygia;,27.11,0.71
Colostygia pectinataria,934931,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Larentiinae; Colostygia;,33.33,0.74
Colpoda steinii,63136,Colpodida,Colpodidae,Eukaryota; Sar; Alveolata; Ciliophora; Intramacronucleata; Colpodea; Colpodida; Colpodidae; Colpoda;,NOT_COLLECTED,CLONAL_CULTURE_NON-AXENIC
